user_steamid	appid
807e763ba4b7fdaf1da1646039c8445f	255710
77082ae22c2d1f314332c61dde0a3ba9	730
fb6bd31b016cfc7f76c2cbb125aea238	359550
6ed99bfd09a27fa775926702232be631	675010
e5ac9330de125431e5d522f0c53c98e6	431960
8f7fb005f11be8e6bfa0e035491bccc7	319510
e1e14a7a0f51bc1b40f8b762ef5cd668	377160
0d300ac39b4439e4a200cbc07ac10f34	280
a2c151eaedc95959b7af9498994c9329	10500
b02dccfbc44a63f067384ed7a04473bc	221100
b02dccfbc44a63f067384ed7a04473bc	431960
46c46e7552199cb835e1456db5062904	271590
0f3919ac7ad32b27eb628e2dab3ee0e8	268910
7ca6bd490fa4182333ce2f97afc3df1f	485510
fb07cc5b56176a76b43ef91628eb8abd	626690
e8c4545a608751ba137b233558f3329b	359550
165a59859397c5303f919cd3620b05b6	292030
6e1f2f94972b3cbfabe21f08b767d7d7	203160
6e1f2f94972b3cbfabe21f08b767d7d7	623990
87d936b75a6c31c8c7841b1ce747d18f	249870
8779ef4c243c58f7e9a5c0180f9e3919	35720
90e9a8932603c3217eae7e79d8f2200f	322330
90e9a8932603c3217eae7e79d8f2200f	457140
77082ae22c2d1f314332c61dde0a3ba9	230410
5b7156555977d2529cf877f2ad996852	614570
8fa9f20b2651ca4ebaffc6fc8056fd40	431960
8c0c179c823a0e6757ada8574686bc2a	592580
e5ac9330de125431e5d522f0c53c98e6	578080
3f4ec296e03dc3d14c8c968b3ab4f591	359550
4bbd1ab73bffdadc1abf3a7a65218833	208650
3a8249cbbb9c840a5af7c33824b87698	431960
34572ea4faad4b0691649fad926bb97c	265930
d9dbaffa43e756a5bc7ce63e27c643ac	224260
c23ba1d3f151f6ea557ea9c3cbec2010	578080
53f84211fd617347a7d565025c67b82a	730
eb44dde2f044e959ad6b446fb561248b	578080
7b8c74cabb3573b14540ce80a2a4b70b	620
c79115968cc22616b807c078439c40d4	477160
b8156e62e25d0494165b6288bf60734b	359550
78cc9df48799da7290566c178dc4a0b9	578080
44ec4caad235f1bd4006e20cf8dd87bc	601430
b02dccfbc44a63f067384ed7a04473bc	377160
318cb8acf22ba46000b010531a83dbb7	578080
af527d8597fc76ce8678e5ca43523665	226840
c23ba1d3f151f6ea557ea9c3cbec2010	391220
160a54740c4a73e3dd819fcfecb793bd	72850
5b7156555977d2529cf877f2ad996852	403640
645dbb05e94a7bf76ade4cdd8188f6ac	292030
8c0c179c823a0e6757ada8574686bc2a	285010
eeb59a402f5a1c3fbf0ceabd80988417	292030
7b8c74cabb3573b14540ce80a2a4b70b	578080
c79115968cc22616b807c078439c40d4	730
b52176eb621dcae4fe31f54cc9f4308f	255710
c93a1c1b470777e7addd5b81bff389c6	458710
2dca214d6f91c17ace07f98f7b44c573	236870
645dbb05e94a7bf76ade4cdd8188f6ac	391220
fb6bd31b016cfc7f76c2cbb125aea238	623990
2d1da5a730bcdabf3b6614b9589e020d	447820
982ecc38ce8a8e747ee18ed34f014727	359550
e5ac9330de125431e5d522f0c53c98e6	274170
7ca6bd490fa4182333ce2f97afc3df1f	374320
f35959cc34c874dbbd8d8262022126f7	377160
e069861695c2d4364bd8042439098592	35130
c810de3dfa496a4554cfbaa848f81db9	230410
165a59859397c5303f919cd3620b05b6	224260
48896677859dd14befbe5610ce1b78b3	383150
c79115968cc22616b807c078439c40d4	262060
b02dccfbc44a63f067384ed7a04473bc	359320
b02dccfbc44a63f067384ed7a04473bc	292030
59fa1e9993269f839455d569a6191d36	292030
77082ae22c2d1f314332c61dde0a3ba9	346110
645dbb05e94a7bf76ade4cdd8188f6ac	325610
be38356031651c2a94708b22961bd903	578080
2b466918454bb5fbc5fdf3c34ccf7fe8	212910
b52176eb621dcae4fe31f54cc9f4308f	730
87d936b75a6c31c8c7841b1ce747d18f	367500
015eaa68b5b15dd4f0ca9c46054a9388	730
af527d8597fc76ce8678e5ca43523665	233450
90aa592e0b7fcce2db690ca5f6b5b7a7	730
d06139a1547bc0c4202e77a35fbe398a	238010
90e9a8932603c3217eae7e79d8f2200f	207140
160a54740c4a73e3dd819fcfecb793bd	518790
5b7156555977d2529cf877f2ad996852	474960
5b7156555977d2529cf877f2ad996852	489830
fb6bd31b016cfc7f76c2cbb125aea238	578080
fa59002db1e63c6ae30aae618c75703c	730
34d8215398152a11c9ca325bd0d5fd60	675260
982ecc38ce8a8e747ee18ed34f014727	324800
4bbd1ab73bffdadc1abf3a7a65218833	107410
e81552273f90bea1aea6d755d372b592	730
9dad82bb41d9078fb1cff497e86fe489	283640
df2ba92f324692158ea537cc55b80d0f	235540
c79115968cc22616b807c078439c40d4	578080
a2c151eaedc95959b7af9498994c9329	214950
b52176eb621dcae4fe31f54cc9f4308f	242920
bf9699187886d92e738687d06b9ceb7a	219740
af527d8597fc76ce8678e5ca43523665	294100
dc1d1ce5b556ed74bba2b94531596c23	221040
e8fea8895daff4fe50a79a2cd90c4883	386360
e8fea8895daff4fe50a79a2cd90c4883	444090
bad2814cbe98118d55b814b96b5c8e1e	381210
160a54740c4a73e3dd819fcfecb793bd	238320
fefa1e5bad110fa6c9d08cc8d567e379	394360
8c0c179c823a0e6757ada8574686bc2a	730
e5ac9330de125431e5d522f0c53c98e6	49520
3a8249cbbb9c840a5af7c33824b87698	271590
f9023341531720180239146add62c831	220
a2c151eaedc95959b7af9498994c9329	594570
878e101e65d166e24e082bda4d9a9abb	414340
d9dbaffa43e756a5bc7ce63e27c643ac	363970
bf9699187886d92e738687d06b9ceb7a	730
dc1d1ce5b556ed74bba2b94531596c23	438740
c23ba1d3f151f6ea557ea9c3cbec2010	460930
cc033b415a1e8b72f4ec10a4f8181aa5	4000
645dbb05e94a7bf76ade4cdd8188f6ac	268050
e1e14a7a0f51bc1b40f8b762ef5cd668	224940
4bbd1ab73bffdadc1abf3a7a65218833	387290
0b865b3e599575d5d2ac060ee5ecf29e	578080
1792fa7727dd3bf96060e5df724db240	623990
c79115968cc22616b807c078439c40d4	295110
bad2814cbe98118d55b814b96b5c8e1e	578080
fefa1e5bad110fa6c9d08cc8d567e379	379430
645dbb05e94a7bf76ade4cdd8188f6ac	10
e1e14a7a0f51bc1b40f8b762ef5cd668	221380
eeb59a402f5a1c3fbf0ceabd80988417	289070
df2ba92f324692158ea537cc55b80d0f	674750
1792fa7727dd3bf96060e5df724db240	1250
81296ce41c8cb0563261ada7b4628a68	431960
318cb8acf22ba46000b010531a83dbb7	238960
75cf5ff74dcdbe615a6fa9c695afcb74	307780
dc1d1ce5b556ed74bba2b94531596c23	433850
77082ae22c2d1f314332c61dde0a3ba9	550
c23ba1d3f151f6ea557ea9c3cbec2010	304390
aa64c41ee47b0da84d3b024c0fcfc490	730
6ed99bfd09a27fa775926702232be631	298110
3d97f32e08c77f706b1d84c3927bd449	524220
4f630236c4aeabaaf2f5b5c9a59f6210	252950
9dad82bb41d9078fb1cff497e86fe489	443810
fb07cc5b56176a76b43ef91628eb8abd	238960
e8c4545a608751ba137b233558f3329b	460930
f9023341531720180239146add62c831	223470
f9023341531720180239146add62c831	489520
6e1f2f94972b3cbfabe21f08b767d7d7	594570
02fa754b330c9db340dbd0672a1fc824	582160
e0a2b05ce7e484585b61aef5585c9ffa	268850
90e9a8932603c3217eae7e79d8f2200f	238320
2dca214d6f91c17ace07f98f7b44c573	477160
a11b366d253ce2e0e8ae8273321bb909	578080
df2ba92f324692158ea537cc55b80d0f	381210
0bb372f2ebb0876aa639fdcf18c1b14d	265590
34572ea4faad4b0691649fad926bb97c	506610
160a54740c4a73e3dd819fcfecb793bd	550
5b7156555977d2529cf877f2ad996852	35720
4bbd1ab73bffdadc1abf3a7a65218833	391220
e069861695c2d4364bd8042439098592	289690
75998d484673d5658e7d43702c5439f3	377160
c23bd778e4b36bc29866bed3e8b60cf7	578080
0d300ac39b4439e4a200cbc07ac10f34	4000
b5b7e9adf4036371d2b80c0513d32756	431960
48896677859dd14befbe5610ce1b78b3	203140
90e9a8932603c3217eae7e79d8f2200f	368730
90e9a8932603c3217eae7e79d8f2200f	231430
3e98fcc0023f9dd689c59897ecf10bdf	485510
5b7156555977d2529cf877f2ad996852	237930
5b7156555977d2529cf877f2ad996852	456670
40a97cbfeda680c7e99d8eb44d741922	489830
f778d64ad9ff21c1bcb32579e285a88f	234140
c1935e61b6e00b9d6e2684a36f843f35	379430
3f4ec296e03dc3d14c8c968b3ab4f591	261570
3d97f32e08c77f706b1d84c3927bd449	550650
e069861695c2d4364bd8042439098592	203160
44bac39d33aa552b7c091888d68de1f6	346110
c23bd778e4b36bc29866bed3e8b60cf7	550
c23bd778e4b36bc29866bed3e8b60cf7	268910
f9023341531720180239146add62c831	238460
b5b7e9adf4036371d2b80c0513d32756	239140
2b466918454bb5fbc5fdf3c34ccf7fe8	359550
b8156e62e25d0494165b6288bf60734b	391220
78cc9df48799da7290566c178dc4a0b9	434650
b02dccfbc44a63f067384ed7a04473bc	271590
c93a1c1b470777e7addd5b81bff389c6	485510
b33cda151e4d594598c78a28acfaf215	385760
90e9a8932603c3217eae7e79d8f2200f	431960
59fa1e9993269f839455d569a6191d36	271590
59fa1e9993269f839455d569a6191d36	287700
dc1d1ce5b556ed74bba2b94531596c23	339610
160a54740c4a73e3dd819fcfecb793bd	391220
645dbb05e94a7bf76ade4cdd8188f6ac	204360
645dbb05e94a7bf76ade4cdd8188f6ac	48700
645dbb05e94a7bf76ade4cdd8188f6ac	379430
8c0c179c823a0e6757ada8574686bc2a	311860
8c0c179c823a0e6757ada8574686bc2a	578080
982ecc38ce8a8e747ee18ed34f014727	578080
95dd6c99ae58ce3a790d3efcbb70a10f	730
3d97f32e08c77f706b1d84c3927bd449	578080
fb07cc5b56176a76b43ef91628eb8abd	379720
e0963234df050e42b35ba8a55f8af8cf	444090
4bdc5c7ff174744f37fbc59249dccc21	453480
b52176eb621dcae4fe31f54cc9f4308f	346110
69abee5c1470ad2e999340697ab0cf81	431240
91918b4d71c90f483c0f5a0c4453c0e9	72850
e0a2b05ce7e484585b61aef5585c9ffa	413150
de0411752c2363b09635e430cb65b595	292030
90e9a8932603c3217eae7e79d8f2200f	489520
c7bca2437d6e11d0c817e7a2b7248266	418460
5b7156555977d2529cf877f2ad996852	391220
5b7156555977d2529cf877f2ad996852	612880
3226a3b71c063cc58a02479441f22079	251060
e5ac9330de125431e5d522f0c53c98e6	524220
f35959cc34c874dbbd8d8262022126f7	294100
4bbd1ab73bffdadc1abf3a7a65218833	292030
e81552273f90bea1aea6d755d372b592	232090
7b8c74cabb3573b14540ce80a2a4b70b	550
165a59859397c5303f919cd3620b05b6	391220
6e1f2f94972b3cbfabe21f08b767d7d7	578080
7c252834a9a79767a8407c03e664b821	391220
90aa592e0b7fcce2db690ca5f6b5b7a7	381210
c7bca2437d6e11d0c817e7a2b7248266	578080
3e98fcc0023f9dd689c59897ecf10bdf	578080
e1e14a7a0f51bc1b40f8b762ef5cd668	359550
0d300ac39b4439e4a200cbc07ac10f34	239140
7c252834a9a79767a8407c03e664b821	203160
48896677859dd14befbe5610ce1b78b3	730
c79115968cc22616b807c078439c40d4	582160
d9dbaffa43e756a5bc7ce63e27c643ac	386360
bad2814cbe98118d55b814b96b5c8e1e	493340
377ecdf52bf4b84a75c8290c01923ad2	550
373c1917f0e1bb8f49be4823280c3400	282070
e5ac9330de125431e5d522f0c53c98e6	644560
e1e14a7a0f51bc1b40f8b762ef5cd668	611790
95dd6c99ae58ce3a790d3efcbb70a10f	646570
4bbd1ab73bffdadc1abf3a7a65218833	324080
8f2c223c9c62594064298f4f397a06fd	538680
d7a3475467a148641f4baa3ec6b43632	359550
91918b4d71c90f483c0f5a0c4453c0e9	391220
8479a95636dcc4e61bff2fba762166f7	552450
90e9a8932603c3217eae7e79d8f2200f	222880
2dca214d6f91c17ace07f98f7b44c573	219740
5b7156555977d2529cf877f2ad996852	447040
40a97cbfeda680c7e99d8eb44d741922	230410
e5ac9330de125431e5d522f0c53c98e6	674940
4bbd1ab73bffdadc1abf3a7a65218833	271590
bf9699187886d92e738687d06b9ceb7a	578080
dc1d1ce5b556ed74bba2b94531596c23	50130
4bbd1ab73bffdadc1abf3a7a65218833	377160
eeb59a402f5a1c3fbf0ceabd80988417	379720
9dad82bb41d9078fb1cff497e86fe489	282070
7b8c74cabb3573b14540ce80a2a4b70b	359550
ce1005de11aade9b24070dbdb4a6ce35	374320
34572ea4faad4b0691649fad926bb97c	271590
bf9699187886d92e738687d06b9ceb7a	250900
2dca214d6f91c17ace07f98f7b44c573	307690
007d2e5e12caa8f521a7b70d0ff8f102	47890
6ed99bfd09a27fa775926702232be631	271590
07b67c20c6baa3b64aea6a56f9eb7cd4	400
8f7fb005f11be8e6bfa0e035491bccc7	252490
a2c151eaedc95959b7af9498994c9329	431960
bf9699187886d92e738687d06b9ceb7a	238460
90e9a8932603c3217eae7e79d8f2200f	210770
dc1d1ce5b556ed74bba2b94531596c23	55230
dc1d1ce5b556ed74bba2b94531596c23	730
2dca214d6f91c17ace07f98f7b44c573	379720
160a54740c4a73e3dd819fcfecb793bd	394510
2d1da5a730bcdabf3b6614b9589e020d	227300
6ed99bfd09a27fa775926702232be631	447020
e8b4af019a773e4f7dfc9532cbf70231	271590
9dad82bb41d9078fb1cff497e86fe489	646570
0d300ac39b4439e4a200cbc07ac10f34	203160
0d300ac39b4439e4a200cbc07ac10f34	391220
9c65c2508c031cc4293e6dc0011e5ac9	227300
b5b7e9adf4036371d2b80c0513d32756	368500
29aeabfd92e23924ff52d7d244a8a033	298110
a2c151eaedc95959b7af9498994c9329	711990
645dbb05e94a7bf76ade4cdd8188f6ac	12120
645dbb05e94a7bf76ade4cdd8188f6ac	214950
645dbb05e94a7bf76ade4cdd8188f6ac	244450
3d97f32e08c77f706b1d84c3927bd449	414700
4bbd1ab73bffdadc1abf3a7a65218833	474960
75998d484673d5658e7d43702c5439f3	72850
c23bd778e4b36bc29866bed3e8b60cf7	292030
0d300ac39b4439e4a200cbc07ac10f34	349040
4530c78d54ca4b917f824924a4fe3834	386180
6e1f2f94972b3cbfabe21f08b767d7d7	554620
af527d8597fc76ce8678e5ca43523665	379430
2dca214d6f91c17ace07f98f7b44c573	431960
c23ba1d3f151f6ea557ea9c3cbec2010	620
f778d64ad9ff21c1bcb32579e285a88f	730
271140f187e1f69e04bceb32ca12cb2f	582160
e5ac9330de125431e5d522f0c53c98e6	35720
8f7fb005f11be8e6bfa0e035491bccc7	391220
fb07cc5b56176a76b43ef91628eb8abd	287700
df2ba92f324692158ea537cc55b80d0f	298110
f9023341531720180239146add62c831	508190
430f775295480d87934c43b7588a4161	274190
d06139a1547bc0c4202e77a35fbe398a	105600
90e9a8932603c3217eae7e79d8f2200f	368230
160a54740c4a73e3dd819fcfecb793bd	222880
8c0c179c823a0e6757ada8574686bc2a	203160
34572ea4faad4b0691649fad926bb97c	582160
7895ea82080c09f0853c4bbf81d72cab	261570
b02dccfbc44a63f067384ed7a04473bc	730
318cb8acf22ba46000b010531a83dbb7	359550
d06139a1547bc0c4202e77a35fbe398a	359550
90e9a8932603c3217eae7e79d8f2200f	35720
160a54740c4a73e3dd819fcfecb793bd	221040
aa64c41ee47b0da84d3b024c0fcfc490	391220
9dad82bb41d9078fb1cff497e86fe489	294100
0d300ac39b4439e4a200cbc07ac10f34	263300
df2ba92f324692158ea537cc55b80d0f	287700
1792fa7727dd3bf96060e5df724db240	524220
29aeabfd92e23924ff52d7d244a8a033	47870
c79115968cc22616b807c078439c40d4	271590
81296ce41c8cb0563261ada7b4628a68	745850
79fe5c38bb5acd22c4594aa57797f56a	20920
318cb8acf22ba46000b010531a83dbb7	47870
9d285ec2dc5deddc673cc666f688ebc9	334230
af527d8597fc76ce8678e5ca43523665	447020
90e9a8932603c3217eae7e79d8f2200f	292030
fefa1e5bad110fa6c9d08cc8d567e379	281990
373c1917f0e1bb8f49be4823280c3400	804320
0b865b3e599575d5d2ac060ee5ecf29e	212910
0b865b3e599575d5d2ac060ee5ecf29e	218620
eeb59a402f5a1c3fbf0ceabd80988417	337000
7b8c74cabb3573b14540ce80a2a4b70b	271590
7b8c74cabb3573b14540ce80a2a4b70b	619080
1792fa7727dd3bf96060e5df724db240	431960
77fc84f8f1b42fe0b507762f7dd36981	438100
2dca214d6f91c17ace07f98f7b44c573	292030
007d2e5e12caa8f521a7b70d0ff8f102	730
5b7156555977d2529cf877f2ad996852	582160
645dbb05e94a7bf76ade4cdd8188f6ac	359550
3f4ec296e03dc3d14c8c968b3ab4f591	578080
df2ba92f324692158ea537cc55b80d0f	219740
1792fa7727dd3bf96060e5df724db240	578080
430f775295480d87934c43b7588a4161	403640
78cc9df48799da7290566c178dc4a0b9	435150
b52176eb621dcae4fe31f54cc9f4308f	107410
bf9699187886d92e738687d06b9ceb7a	359550
90e9a8932603c3217eae7e79d8f2200f	329050
807e763ba4b7fdaf1da1646039c8445f	552500
bad2814cbe98118d55b814b96b5c8e1e	553640
c23ba1d3f151f6ea557ea9c3cbec2010	240720
3e98fcc0023f9dd689c59897ecf10bdf	368500
5b7156555977d2529cf877f2ad996852	684410
42c28bd3e6842a4bec72e04b0c1a2324	477160
fb6bd31b016cfc7f76c2cbb125aea238	227300
2d1da5a730bcdabf3b6614b9589e020d	310560
7ca6bd490fa4182333ce2f97afc3df1f	578080
f35959cc34c874dbbd8d8262022126f7	268500
3d97f32e08c77f706b1d84c3927bd449	799070
e069861695c2d4364bd8042439098592	391220
e069861695c2d4364bd8042439098592	433850
7b8c74cabb3573b14540ce80a2a4b70b	313340
2b466918454bb5fbc5fdf3c34ccf7fe8	202990
b8156e62e25d0494165b6288bf60734b	582160
79fe5c38bb5acd22c4594aa57797f56a	391220
02fa754b330c9db340dbd0672a1fc824	730
46c46e7552199cb835e1456db5062904	20920
dc1d1ce5b556ed74bba2b94531596c23	304930
c23ba1d3f151f6ea557ea9c3cbec2010	379720
160a54740c4a73e3dd819fcfecb793bd	230410
160a54740c4a73e3dd819fcfecb793bd	381210
645dbb05e94a7bf76ade4cdd8188f6ac	267550
3d97f32e08c77f706b1d84c3927bd449	431960
9c65c2508c031cc4293e6dc0011e5ac9	264710
b5b7e9adf4036371d2b80c0513d32756	292030
e0963234df050e42b35ba8a55f8af8cf	333930
2b466918454bb5fbc5fdf3c34ccf7fe8	489940
1792fa7727dd3bf96060e5df724db240	477160
87d936b75a6c31c8c7841b1ce747d18f	266510
69abee5c1470ad2e999340697ab0cf81	657200
02fa754b330c9db340dbd0672a1fc824	271590
90aa592e0b7fcce2db690ca5f6b5b7a7	678950
d06139a1547bc0c4202e77a35fbe398a	797470
75cf5ff74dcdbe615a6fa9c695afcb74	368500
90e9a8932603c3217eae7e79d8f2200f	668630
dc1d1ce5b556ed74bba2b94531596c23	206420
dc1d1ce5b556ed74bba2b94531596c23	444200
c23ba1d3f151f6ea557ea9c3cbec2010	393430
5b7156555977d2529cf877f2ad996852	201810
3226a3b71c063cc58a02479441f22079	242920
645dbb05e94a7bf76ade4cdd8188f6ac	720380
2d1da5a730bcdabf3b6614b9589e020d	255710
f9023341531720180239146add62c831	301640
e0a2b05ce7e484585b61aef5585c9ffa	234140
3e98fcc0023f9dd689c59897ecf10bdf	623990
e5ac9330de125431e5d522f0c53c98e6	477160
c23bd778e4b36bc29866bed3e8b60cf7	391220
0d300ac39b4439e4a200cbc07ac10f34	240
34572ea4faad4b0691649fad926bb97c	657200
c79115968cc22616b807c078439c40d4	431960
e8fea8895daff4fe50a79a2cd90c4883	391220
c7bca2437d6e11d0c817e7a2b7248266	236390
c1935e61b6e00b9d6e2684a36f843f35	582160
